2015,Caffe Lobello Carlton,275 Lygon Street
2015,Caffe Torre,183-265 La Trobe Street
2015,Campari House,21-25 Hardware Lane
2015,Campos Coffee,138-144 Elgin Street
2015,Canton Fast Food Pty Ltd,65-81 Victoria Street
2015,Capitano Restaurant and Bar,89-105 Collins Street
2015,Captain Melville ,34-38 Franklin Street
2015,Captains of Industry,209-213 Elizabeth Street
2015,Careers Cafe,194-196 Flinders Street
2015,Carlton Curry House,108 Lygon Street
2015,Carlton Fish & Chips,178 Rathdowne Street
2015,Carlton Football Club Limited, Royal Parade
2015,Carlton Megabytes,68 Victoria Street
2015,Carlton Yacht Club Bar,298 Lygon Street
2015,Carron Tavern (Spencer Street) Pty Ltd,396-400 Spencer Street
2015,Carte Crepes,156-292 Grattan Street
2015,Casa & Bottega,64-90 Sutton Street
2015,Castro's Kiosk,156-292 Grattan Street
2015,Caterina's Cucina E Bar,221-231 Queen Street
2015,Causeway Inn On The Mall,327-329 Bourke Street
2015,Cavallino Cafe,715-727 Bourke Street
2015,Cecconi's Cantina,61-73 Flinders Lane
2015,Celina Cafe,20-22 Kavanagh Street
2015,Cento Mani,138-140 Flinders Street
2015,Central Club Hotel,240-248 Victoria Street
2015,Centro Espresso Caffe,252-254 Flinders Lane
2015,Centro Espresso,100 St Kilda Road
2015,Cervo ,8 Whiteman Street
2015,Chai,127-135 Pelham Street
2015,Chaise Lounge,103-105 Queen Street
2015,Chan Charlie Chan,427-457 Swanston Street
2015,Char Siu House,37 Errol Street
2015,Charlie & Co,269-321 Lonsdale Street
2015,Charlie Lovett,29-65 South Wharf Promenade
2015,Charltons Entertainment Complex / Roxanne Bar,152-158 Bourke Street
2015,Charming Spice,272-282 Lonsdale Street
2015,Chatime,183-265 La Trobe Street
2015,Chatime,220-226 Collins Street
2015,Chatime,221 Little Lonsdale Street
2015,Chatime,28-32 Elizabeth Street
2015,Cheeky Brothers,25-77 Stubbs Street
2015,Chelsini's ,1-9 Freshwater Place
2015,Cherry & Twigs,547-555 Flinders Lane
2015,Chestnut Exchange Cafe,520-536 Little Collins Street
2015,Chia Chia,818-838 Collins Street
2015,Chiang Mai ,121 Lygon Street
2015,Chick-In,612-624 Collins Street
2015,Chilli Express,183-265 La Trobe Street
2015,Chilli India ,140-146 King Street
2015,Chillipadi Waterfront City,1 Star Circus
2015,Chimac,39-47 Peel Street
2015,Chin Chin Restaurant,125-127 Flinders Lane
2015,China Bar Asian Seafood Buffet,196-226 Exhibition Street
2015,China Bar Bourke Street,222-244 Bourke Street
2015,China Bar,235-241 Russell Street
2015,China Bar,257-259 Swanston Street
2015,China Chilli,206-218 Bourke Street
2015,China Red,206-218 Bourke Street
2015,China Spice,2-20 Sutherland Street
2015,China Style ,743-751 Swanston Street
2015,Chine On Paramount / Chine Express ,100-116 Bourke Street
2015,Chinese Canteen,311 Exhibition Street
2015,Chocolate Buddha,2 Swanston Street
2015,Chocolateria San Churro QV,221 Little Lonsdale Street
2015,Chocolateria San Churro,175 Lygon Street
2015,Choix Creperie Cafe,612-624 Collins Street
2015,Chokolait,269-321 Lonsdale Street
2015,Chokolait,318-322 Little Collins Street
